key	en	zh-CN	zh-TW	de	fr	ko	ja	es	pt-BR	ru	tr
several frames are in flight between the game and the screen. Pan the camera with an object selected: if the outline runs ahead of the object, raise this; if it lags behind, lower it	several frames are in flight between the game and the screen. Pan the camera with an object selected: if the outline runs ahead of the object, raise this; if it lags behind, lower it	游戏画面与屏幕显示之间会有数帧延迟。选中物体并平移相机：如果轮廓超前于物体，请调大此值；如果轮廓滞后，请调小。	遊戲畫面與屏幕顯示之間會有數幀延遲。選中物件并平移相機：如果輪廓超前于物件，請調大此值；如果輪廓滯后，請調小。	Zwischen Spiel und Bildschirm liegen mehrere Frames. Schwenke die Kamera mit ausgewähltem Objekt: Läuft die Kontur dem Objekt voraus, erhöhe den Wert; hinkt sie hinterher, verringere ihn.	plusieurs images sont en transit entre le jeu et l’écran. Avec un objet sélectionné, faites pivoter la caméra : si son contour devance l’objet, augmentez cette valeur ; s’il est en retard, diminuez-la	게임과 화면 사이에는 여러 프레임의 지연이 있습니다. 오브젝트를 선택하고 카메라를 움직이세요. 윤곽선이 오브젝트보다 앞서면 값을 높이고, 뒤처지면 낮추세요.	ゲームと画面の間には複数フレームの遅延があります。オブジェクトを選択してカメラを動かし、輪郭がオブジェクトより先行するなら値を上げ、遅れるなら下げてください。	hay varios fotogramas en tránsito entre el juego y la pantalla. Mueve la cámara con un objeto seleccionado: si el contorno se adelanta al objeto, aumenta este valor; si se retrasa, redúcelo	vários quadros ficam em trânsito entre o jogo e a tela. Com um objeto selecionado, mova a câmera: se o contorno ficar à frente do objeto, aumente este valor; se ficar atrás, diminua	между игрой и экраном проходит несколько кадров. Выберите объект и двигайте камеру: если контур опережает объект, увеличьте значение; если отстаёт — уменьшите	oyun ile ekran arasında birkaç kare gecikme vardır. Bir nesne seçiliyken kamerayı kaydırın: dış çizgi nesnenin önüne geçerse bu değeri artırın, geride kalırsa azaltın
show deleted	show deleted	显示已删除物体	顯示已刪除物件	Gelöschte anzeigen	afficher les objets supprimés	삭제된 항목 표시	削除済みを表示	mostrar eliminados	mostrar excluídos	показать удалённые	silinenleri göster
snap	snap	吸附	吸附	Einrasten	aligner	스냅	スナップ	ajustar	ajustar	привязка	ızgaraya hizala
spawn it in front of me	spawn it in front of me	在我面前生成	在我面前生成	Vor mir spawnen	le faire apparaître devant moi	내 앞에 생성	目の前に生成	crearlo delante de mí	criar na minha frente	создать передо мной	önümde oluştur
spawned by replay: %d	spawned by replay: %d	通过重放生成：%d	通過重放生成：%d	Durch Wiedergabe gespawnt: %d	créé par rejeu : %d	재생으로 생성됨: %d	再生で生成: %d	creado mediante reproducción: %d	criado pela reprodução: %d	создано воспроизведением: %d	yeniden oynatmayla oluşturuldu: %d
spawns the override prefab (a stand torch when the field is empty) 2 m in front of you through the game's spawn path, from the newest capture	spawns the override prefab (a stand torch when the field is empty) 2 m in front of you through the game's spawn path, from the newest capture	通过游戏自身的生成流程，使用最新捕获记录在你前方 2 米处生成覆盖预制件（留空时使用立式火炬）。	通過遊戲自身的生成流程，使用最新捕獲記錄在你前方 2 米處生成覆蓋預製件（留空時使用立式火炬）。	Spawnt das überschreibende Prefab (bei leerem Feld eine Standfackel) aus der neuesten Aufnahme über den Spawn-Ablauf des Spiels 2 m vor dir.	fait apparaître le prefab de remplacement (une torche sur pied si le champ est vide) à 2 m devant vous, depuis la dernière capture et via le système d’apparition du jeu	가장 최근 캡처의 프리팹을 게임의 생성 경로로 불러와 사용자 앞 2 m 지점에 생성합니다(필드가 비어 있으면 횃불대 사용).	最新のキャプチャから、上書きプレハブ（空欄の場合はスタンド式たいまつ）をゲームの生成経路で目の前 2 m に生成します。	crea el prefab alternativo (una antorcha de pie si el campo está vacío) a 2 m delante de ti mediante el sistema de creación del juego y usando la captura más reciente	cria o prefab substituto (uma tocha de chão se o campo estiver vazio) a 2 m à sua frente, usando a captura mais recente pelo sistema de criação do jogo	создаёт подменный префаб (напольный факел, если поле пусто) в 2 м перед вами через игровой механизм создания из последнего захвата	en yeni kayıttaki geçersiz kılma prefab'ını (alan boşsa ayaklı meşale) oyunun oluşturma yöntemiyle 2 m önünüzde oluşturur
teleport failed	teleport failed	传送失败	傳送失敗	Teleport fehlgeschlagen	échec de la téléportation	순간이동 실패	テレポートに失敗しました	teletransporte fallido	teletransporte falhou	телепортация не удалась	ışınlanma başarısız
teleport to %s	teleport to %s	传送到 %s	傳送到 %s	Teleportieren zu %s	téléporter vers %s	%s(으)로 순간이동	%s へテレポート	teletransportar a %s	teletransportar para %s	телепортироваться к %s	%s konumuna ışınlan
trace game calls (writes to cdmodkit.log; turn on, move an object in the housing editor, turn off)	trace game calls (writes to cdmodkit.log; turn on, move an object in the housing editor, turn off)	跟踪游戏调用（写入 cdmodkit.log；开启后在家园编辑器中移动物体，再关闭）	跟蹤遊戲調用（寫入 cdmodkit.log；開啟后在家園編輯器中移動物件，再關閉）	Protokolliert Spielaufrufe in cdmodkit.log (einschalten, im Wohneditor ein Objekt bewegen, dann ausschalten).	trace des appels du jeu (écrit dans cdmodkit.log ; activez-la, déplacez un objet dans l’éditeur de logement, puis désactivez-la)	게임 호출을 기록합니다(cdmodkit.log에 기록; 켜고 주거지 편집기에서 오브젝트를 움직인 다음 끄세요).	ゲーム関数の呼び出しを記録します（cdmodkit.log に出力。記録を開始し、住居エディターでオブジェクトを動かしてから停止）。	registra las llamadas del juego (se escribe en cdmodkit.log; actívalo, mueve un objeto en el editor de vivienda y desactívalo)	registra chamadas do jogo em cdmodkit.log (ative, mova um objeto no editor de moradia e desative)	записывает вызовы игры в cdmodkit.log (включите, переместите объект в редакторе жилья, затем выключите)	oyun çağrılarını cdmodkit.log dosyasına kaydeder (açın, konut düzenleyicisinde bir nesneyi hareket ettirin, kapatın)
trace: close the menu (Home), walk a few steps, then aim with the bow and press F on something	trace: close the menu (Home), walk a few steps, then aim with the bow and press F on something	跟踪：关闭菜单（Home），走几步，然后用弓瞄准某个物体并按 F	跟蹤：關閉菜單（Home），走幾步，然後用弓瞄準某個物件并按 F	Trace: Schließe das Menü (Home), gehe ein paar Schritte, ziele dann mit dem Bogen auf etwas und drücke F.	trace : fermez le menu (Home), marchez un peu, visez quelque chose avec l’arc et appuyez sur F	추적: 메뉴(Home)를 닫고 몇 걸음 이동한 뒤 활을 겨누고 대상에 F 키를 누르세요.	トレース: メニュー（Home）を閉じ、数歩歩いてから、弓を構えて対象に F キーを押してください。	seguimiento: cierra el menú (Home), camina unos pasos, apunta con el arco y pulsa F sobre algo	rastreamento: feche o menu (Home), caminhe alguns passos, mire em algo com o arco e pressione F	трассировка: закройте меню (Home), пройдите несколько шагов, наведите лук на объект и нажмите F	iz: menüyü (Home) kapatın, birkaç adım yürüyün, yayla bir şeye nişan alıp F'ye basın
typing: keys go to the text field	typing: keys go to the text field	正在输入：按键将发送到文本框	正在輸入：按鍵將發送到文本框	Tastatureingaben: Tasten werden an das Textfeld gesendet.	saisie : les touches sont envoyées au champ de texte	입력 중: 키 입력이 텍스트 필드로 전달됩니다.	入力中: キー入力はテキスト欄に送られます。	escribiendo: las teclas se envían al campo de texto	Digitação: as teclas vão para o campo de texto	ввод: клавиши передаются в текстовое поле	yazarken: tuşlar metin alanına gider
view scan started: do not move the camera until the log says done	view scan started: do not move the camera until the log says done	视角扫描已开始：在日志显示完成前请勿移动相机	視角掃描已開始：在日志顯示完成前請勿移動相機	Ansichtsscan gestartet: Bewege die Kamera nicht, bis das Protokoll den Abschluss meldet.	analyse de la vue lancée : ne bougez pas la caméra avant le message de fin dans le journal	시야 스캔 시작: 로그에 완료 메시지가 표시될 때까지 카메라를 움직이지 마세요.	視点スキャン開始: ログに完了と表示されるまでカメラを動かさないでください。	análisis de vista iniciado: no muevas la cámara hasta que el registro indique que ha terminado	varredura de visão iniciada: não mova a câmera até o registro indicar que terminou	сканирование обзора запущено: не двигайте камеру, пока в журнале не появится сообщение о завершении	görüş taraması başladı: günlük tamamlandığını söyleyene kadar kamerayı hareket ettirmeyin
words	words	参数	參數	Wörter	mots	단어	語句	palabras	palavras	слова	sözcükler
yaw as set:       every copy keeps the yaw from the spawn options, no matter where it stands.	yaw as set:       every copy keeps the yaw from the spawn options, no matter where it stands.	保持设定朝向：每个副本都使用生成选项中的朝向，不受摆放位置影响。	保持設定朝向：每個副本都使用生成選項中的朝向，不受擺放位置影響。	Gierwinkel wie festgelegt: Jede Kopie behält den Gierwinkel aus den Spawn-Optionen, unabhängig von ihrer Position.	lacet défini : chaque copie conserve l’angle de lacet des options d’apparition, quelle que soit sa position	설정한 요각: 위치와 관계없이 모든 복사본이 생성 옵션의 요각을 유지합니다.	設定したヨー: 位置に関係なく、各コピーは生成オプションで設定したヨーを維持します。	guiñada fijada: cada copia conserva la guiñada de las opciones de creación, sin importar dónde esté	guinada definida: cada cópia mantém a guinada das opções de criação, onde quer que esteja	заданный угол рыскания: каждая копия сохраняет угол из параметров создания независимо от положения	ayarlanan yaw: nerede durursa dursun her kopya oluşturma seçeneklerindeki yaw değerini korur
